origin_value,company name,traded price,book value,price book ratio,PE ratio,Current ratio,Profit Margin,Return on Assets,Return on Equity,5 year average yield,Forward Annual Dividend Yield,Trailing Annual Dividend Yield,52-Week High,52-Week Low,beta,exchange,sector,industry,total_equity_5,total_equity_4,total_equity_3,total_equity_2,total_equity_1,total_liability_5,total_liability_4,total_liability_3,total_liability_2,total_liability_1,total_asset_5,total_asset_4,total_asset_3,total_asset_2,total_asset_1,balance sheet page,industry page,statistics page,origin_url,origin_pattern,createdAt,updatedAt,pingedAt
V01.SI,Vicom Ltd (V01.SI),6.40,1.16,5.51,25.40,3.78,27.87,13.59,22.67,,,2.70,6.85,5.80,,SES,Services,Business Services,,,,,,"29,000","28,000","27,000","27,000",,"169,000","158,000","145,000","134,000",,https://sg.finance.yahoo.com/q/bs?s=V01.SI&annual,https://sg.finance.yahoo.com/q/pr?s=V01.SI,https://sg.finance.yahoo.com/q/ks?s=V01.SI,https://sg.finance.yahoo.com/q?s=V01.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
569.SI,Vicplas International Ltd (569.SI),0.08,0.08,0.99,N/A,3.80,0.98,1.33,1.41,,,,0.09,0.05,,SES,Consumer Goods,Rubber & Plastics,,,,,,"13,000","15,000","15,000","12,000",,"62,000","65,000","60,000","51,000",,https://sg.finance.yahoo.com/q/bs?s=569.SI&annual,https://sg.finance.yahoo.com/q/pr?s=569.SI,https://sg.finance.yahoo.com/q/ks?s=569.SI,https://sg.finance.yahoo.com/q?s=569.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
PH0.SI,VGO Corp Ltd (PH0.SI),0.17,0.12,1.43,166.00,1.33,0.17,,,,,,0.21,0.08,,SES,Services,"Specialty Retail, Other",,,,,,"24,000","21,000","43,000","26,000",,"40,000","37,000","58,000","42,000",,https://sg.finance.yahoo.com/q/bs?s=PH0.SI&annual,https://sg.finance.yahoo.com/q/pr?s=PH0.SI,https://sg.finance.yahoo.com/q/ks?s=PH0.SI,https://sg.finance.yahoo.com/q?s=PH0.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
F01.SI,Vibrant Group Ltd (F01.SI),0.10,0.11,0.98,9.36,2.24,19.79,0.19,10.63,,,5.30,0.14,0.09,,SES,Services,Air Delivery & Freight Services,,,,,,"318,000","204,000","149,000","138,000",,"701,000","452,000","345,000","303,000",,https://sg.finance.yahoo.com/q/bs?s=F01.SI&annual,https://sg.finance.yahoo.com/q/pr?s=F01.SI,https://sg.finance.yahoo.com/q/ks?s=F01.SI,https://sg.finance.yahoo.com/q?s=F01.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
V03.SI,Venture Corp Ltd (V03.SI),8.47,5.01,1.69,22.53,2.34,5.67,3.74,7.57,,,5.90,8.67,7.15,,SES,Technology,Diversified Electronics,,,,,,"663,000","613,000","573,000","685,000",,"2,528,000","2,442,000","2,373,000","2,555,000",,https://sg.finance.yahoo.com/q/bs?s=V03.SI&annual,https://sg.finance.yahoo.com/q/pr?s=V03.SI,https://sg.finance.yahoo.com/q/ks?s=V03.SI,https://sg.finance.yahoo.com/q?s=V03.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
545.SI,Vallianz Holdings Ltd (545.SI),0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=545.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
A6F.SI,Unionmet (Singapore) Ltd (A6F.SI),0.09,0.05,1.85,N/A,4.91,,2.80,10.30,,,,0.11,0.04,,SES,Basic Materials,Industrial Metals & Minerals,,,,,,"9,000","3,000","4,000","5,000",,"41,000","38,000","41,000","42,000",,https://sg.finance.yahoo.com/q/bs?s=A6F.SI&annual,https://sg.finance.yahoo.com/q/pr?s=A6F.SI,https://sg.finance.yahoo.com/q/ks?s=A6F.SI,https://sg.finance.yahoo.com/q?s=A6F.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
ASN.SI,UOL A (ASN.SI),0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=ASN.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U13.SI,United Overseas Insurance Ltd (U13.SI),4.90,3.67,1.34,14.37,1.60,44.73,3.63,9.65,,,3.10,5.08,4.35,,SES,Financial,Property & Casualty Insurance,,,,,,"274,000","281,000","242,000","210,000",,"577,000","562,000","504,000","439,000",,https://sg.finance.yahoo.com/q/bs?s=U13.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U13.SI,https://sg.finance.yahoo.com/q/ks?s=U13.SI,https://sg.finance.yahoo.com/q?s=U13.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U11.SI,United Overseas Bank Ltd (U11.SI),24.51,12.64,1.94,16.82,N/A,47.63,1.11,11.59,,,3.70,25.05,21.36,,SES,Financial,Money Center Banks,,,,,,"276,964,000","257,652,000","227,628,000","213,814,000",,"306,736,000","284,229,000","252,900,000","236,958,000",,https://sg.finance.yahoo.com/q/bs?s=U11.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U11.SI,https://sg.finance.yahoo.com/q/ks?s=U11.SI,https://sg.finance.yahoo.com/q?s=U11.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U10.SI,UOB-Kay Hian Holdings Ltd (U10.SI),1.53,1.21,1.26,20.61,1.78,22.89,2.92,6.29,,,4.30,1.65,1.44,,SES,Financial,Investment Brokerage - National,,,,,,"1,378,000","1,418,000","1,528,000","1,101,000",,"2,626,000","2,587,000","2,635,000","2,209,000",,https://sg.finance.yahoo.com/q/bs?s=U10.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U10.SI,https://sg.finance.yahoo.com/q/ks?s=U10.SI,https://sg.finance.yahoo.com/q?s=U10.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U01.SI,United Food Holdings Ltd (U01.SI),0.07,0.21,0.31,16.25,15.73,0.63,1.28,3.02,,,,0.09,0.06,,SES,Consumer Goods,Food - Major Diversified,,,,,,"53,000","281,000","235,000","56,000",,"1,463,000","1,666,000","1,732,000","1,812,000",,https://sg.finance.yahoo.com/q/bs?s=U01.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U01.SI,https://sg.finance.yahoo.com/q/ks?s=U01.SI,https://sg.finance.yahoo.com/q?s=U01.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
V69.SI,Union Steel Holdings Ltd (V69.SI),0.12,0.17,0.71,13.44,1.94,2.96,0.91,5.17,,,2.50,0.14,0.10,,SES,Industrial Goods,Metal Fabrication,,,,,,"78,000","65,000","57,000","47,000",,"168,000","154,000","143,000","120,000",,https://sg.finance.yahoo.com/q/bs?s=V69.SI&annual,https://sg.finance.yahoo.com/q/pr?s=V69.SI,https://sg.finance.yahoo.com/q/ks?s=V69.SI,https://sg.finance.yahoo.com/q?s=V69.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
MS7.SI,Vard Holdings Ltd (MS7.SI),0.66,0.44,1.44,17.24,1.11,2.70,0.91,1.32,,,,1.17,0.39,,SES,Industrial Goods,Aerospace/Defense - Major Diversified,,,,,,"15,585,000","9,963,000","9,501,000","9,254,000",,"19,449,000","13,671,000","12,717,000","12,807,000",,https://sg.finance.yahoo.com/q/bs?s=MS7.SI&annual,https://sg.finance.yahoo.com/q/pr?s=MS7.SI,https://sg.finance.yahoo.com/q/ks?s=MS7.SI,https://sg.finance.yahoo.com/q?s=MS7.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
BN2.SI,Valuetronics Holdings Ltd (BN2.SI),0.51,0.27,1.91,10.00,1.70,6.04,6.68,20.49,,,31.70,0.59,0.28,,SES,Consumer Goods,Electronic Equipment,,,,,,"695,000","520,000","665,000","555,000",,"1,422,000","1,112,000","1,233,000","1,031,000",,https://sg.finance.yahoo.com/q/bs?s=BN2.SI&annual,https://sg.finance.yahoo.com/q/pr?s=BN2.SI,https://sg.finance.yahoo.com/q/ks?s=BN2.SI,https://sg.finance.yahoo.com/q?s=BN2.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U09.SI,UPP Holdings Ltd (U09.SI),0.24,0.16,1.51,29.37,15.02,7.68,2.69,5.41,,,0.60,0.32,0.22,,SES,Consumer Goods,Paper & Paper Products,,,,,,"6,000","8,000","10,000","10,000",,"189,000","182,000","183,000","129,000",,https://sg.finance.yahoo.com/q/bs?s=U09.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U09.SI,https://sg.finance.yahoo.com/q/ks?s=U09.SI,https://sg.finance.yahoo.com/q?s=U09.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U14.SI,UOL Group Ltd (U14.SI),7.90,7.18,1.11,12.15,1.77,50.41,2.09,9.90,,,1.90,8.10,6.19,,SES,Financial,Real Estate Development,,,,,,"3,718,000","3,194,000","2,845,000","2,927,000",,"11,848,000","10,421,000","9,564,000","8,698,000",,https://sg.finance.yahoo.com/q/bs?s=U14.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U14.SI,https://sg.finance.yahoo.com/q/ks?s=U14.SI,https://sg.finance.yahoo.com/q?s=U14.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T6I.SI,ValueMax Group Ltd (T6I.SI),0.34,0.21,1.63,20.00,2.49,2.77,1.96,6.15,,,2.60,0.52,0.34,,SES,Financial,Credit Services,,,,,,"95,000","89,000","114,000","126,000",,"250,000","240,000","189,000","185,000",,https://sg.finance.yahoo.com/q/bs?s=T6I.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T6I.SI,https://sg.finance.yahoo.com/q/ks?s=T6I.SI,https://sg.finance.yahoo.com/q?s=T6I.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
EH5.SI,United Overseas Australia Ltd (EH5.SI),0.56,0.62,0.90,9.49,3.02,23.82,5.69,10.65,,,4.50,0.66,0.52,,SES,Financial,Property Management,,,,,,"368,000","345,000","273,000","226,000",,"1,787,000","1,627,000","1,324,000","1,226,000",,https://sg.finance.yahoo.com/q/bs?s=EH5.SI&annual,https://sg.finance.yahoo.com/q/pr?s=EH5.SI,https://sg.finance.yahoo.com/q/ks?s=EH5.SI,https://sg.finance.yahoo.com/q?s=EH5.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
W81.SI,Universal Resource and Services Ltd (W81.SI),0.04,0.27,0.14,5.29,12.31,17.53,1.90,2.41,,,2.70,0.09,0.03,,SES,Basic Materials,Oil & Gas Equipment & Services,,,,,,"10,000","10,000","21,000","25,000",,"160,000","155,000","190,000","210,000",,https://sg.finance.yahoo.com/q/bs?s=W81.SI&annual,https://sg.finance.yahoo.com/q/pr?s=W81.SI,https://sg.finance.yahoo.com/q/ks?s=W81.SI,https://sg.finance.yahoo.com/q?s=W81.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U04.SI,United Engineers Ltd (U04.SI),2.65,2.17,1.22,18.53,2.45,3.85,1.51,1.65,,,1.90,3.30,2.20,,SES,Conglomerates,Conglomerates,,,,,,"2,520,000","4,419,000","2,145,000","1,888,000",,"4,900,000","6,940,000","3,451,000","3,127,000",,https://sg.finance.yahoo.com/q/bs?s=U04.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U04.SI,https://sg.finance.yahoo.com/q/ks?s=U04.SI,https://sg.finance.yahoo.com/q?s=U04.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U19.SI,United Envirotech Ltd (U19.SI),1.79,0.53,3.43,33.77,1.46,15.33,5.64,10.15,,,,1.81,1.14,,SES,Industrial Goods,Pollution & Treatment Controls,,,,,,"467,000","296,000","223,000","81,000",,"787,000","567,000","401,000","222,000",,https://sg.finance.yahoo.com/q/bs?s=U19.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U19.SI,https://sg.finance.yahoo.com/q/ks?s=U19.SI,https://sg.finance.yahoo.com/q?s=U19.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
C3T.SI,Uni-Asia Holdings Ltd (C3T.SI),0.15,0.29,0.53,30.80,1.65,3.20,1.61,1.51,,,,0.21,0.13,,SES,Conglomerates,Conglomerates,,,,,,"120,000","96,000","108,000","116,000",,"259,000","236,000","247,000","250,000",,https://sg.finance.yahoo.com/q/bs?s=C3T.SI&annual,https://sg.finance.yahoo.com/q/pr?s=C3T.SI,https://sg.finance.yahoo.com/q/ks?s=C3T.SI,https://sg.finance.yahoo.com/q?s=C3T.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
JK8.SI,UETF SSE50China (JK8.SI),3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=JK8.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
540.SI,Tung Lok Restaurants 2000 Ltd (540.SI),0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=540.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T08.SI,Tye Soon Ltd (T08.SI),0.15,0.16,0.94,21.86,1.57,1.30,1.60,4.55,,,3.70,0.20,0.12,,SES,Services,Industrial Equipment Wholesale,,,,,,"92,000","89,000","75,000","81,000",,"150,000","148,000","132,000","136,000",,https://sg.finance.yahoo.com/q/bs?s=T08.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T08.SI,https://sg.finance.yahoo.com/q/ks?s=T08.SI,https://sg.finance.yahoo.com/q?s=T08.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K1Q.SI,T T J Holdings Ltd (K1Q.SI),0.34,0.26,1.32,8.10,4.89,17.55,9.46,17.51,,,4.10,0.39,0.31,,SES,Industrial Goods,General Contractors,,,,,,"29,000","39,000","45,000","47,000",,"148,000","139,000","132,000","120,000",,https://sg.finance.yahoo.com/q/bs?s=K1Q.SI&annual,https://sg.finance.yahoo.com/q/pr?s=K1Q.SI,https://sg.finance.yahoo.com/q/ks?s=K1Q.SI,https://sg.finance.yahoo.com/q?s=K1Q.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T09.SI,TT International Ltd (T09.SI),0.12,0.02,8.13,N/A,0.55,15.57,1.60,,,,,0.18,0.09,,SES,Consumer Goods,Electronic Equipment,,,,,,"446,000","381,000","385,000","406,000",,"497,000","369,000","279,000","310,000",,https://sg.finance.yahoo.com/q/bs?s=T09.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T09.SI,https://sg.finance.yahoo.com/q/ks?s=T09.SI,https://sg.finance.yahoo.com/q?s=T09.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
574.SI,TSH Corp Ltd (574.SI),0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=574.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
G1O.SI,Lyxor CRBxEny US$ (G1O.SI),2.18,0.00,N/A,N/A,N/A,,,,,,,2.57,2.07,,SES,N/A,N/A,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q/pr?s=G1O.SI,https://sg.finance.yahoo.com/q/ks?s=G1O.SI,https://sg.finance.yahoo.com/q?s=G1O.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
NF4.SI,Lyxor AsiaIT US$ (NF4.SI),40.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=NF4.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
558.SI,UMS Holdings Ltd (558.SI),0.56,0.33,1.72,13.02,5.96,22.70,8.09,13.05,,,8.90,0.77,0.43,,SES,Technology,Semiconductor Equipment & Materials,,,,,,"15,000","25,000","32,000","25,000",,"206,000","216,000","212,000","210,000",,https://sg.finance.yahoo.com/q/bs?s=558.SI&annual,https://sg.finance.yahoo.com/q/pr?s=558.SI,https://sg.finance.yahoo.com/q/ks?s=558.SI,https://sg.finance.yahoo.com/q?s=558.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
41A.SI,$ UG Healthcare (41A.SI),0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=41A.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U05.SI,United Engineers Ltd (U05.SI),1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=U05.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
U06.SI,United Industrial Corp Ltd (U06.SI),3.46,3.02,1.13,12.06,1.43,52.38,2.32,6.78,,,0.90,3.67,3.23,,SES,Financial,Property Management,,,,,,"1,991,000","1,387,000","1,218,000","1,265,000",,"8,489,000","8,182,000","7,607,000","7,245,000",,https://sg.finance.yahoo.com/q/bs?s=U06.SI&annual,https://sg.finance.yahoo.com/q/pr?s=U06.SI,https://sg.finance.yahoo.com/q/ks?s=U06.SI,https://sg.finance.yahoo.com/q?s=U06.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T24.SI,Tuan Sing Holdings Ltd (T24.SI),0.40,0.51,0.80,10.53,2.46,17.24,1.36,7.83,,,1.20,0.48,0.34,,SES,Financial,Property Management,,,,,,"1,493,000","1,024,000","655,000","676,000",,"2,306,000","1,783,000","1,375,000","1,298,000",,https://sg.finance.yahoo.com/q/bs?s=T24.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T24.SI,https://sg.finance.yahoo.com/q/ks?s=T24.SI,https://sg.finance.yahoo.com/q?s=T24.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
K3KD.SI,Trina Solar Ltd (K3KD.SI),5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=K3KD.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5G9.SI,$ Tritech (5G9.SI),0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=5G9.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
RC5.SI,Triyards Holdings Ltd (RC5.SI),0.52,0.60,0.85,6.36,1.31,11.23,4.75,14.11,,,1.10,0.81,0.38,,SES,Industrial Goods,Aerospace/Defense - Major Diversified,,,,,,"192,000","173,000","186,000","185,000",,"362,000","320,000","291,000","246,000",,https://sg.finance.yahoo.com/q/bs?s=RC5.SI&annual,https://sg.finance.yahoo.com/q/pr?s=RC5.SI,https://sg.finance.yahoo.com/q/ks?s=RC5.SI,https://sg.finance.yahoo.com/q?s=RC5.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
570.SI,Transit-Mixed Concrete Ltd (570.SI),0.49,0.22,2.17,13.47,1.50,12.71,8.66,17.18,,,6.20,0.54,0.40,,SES,Industrial Goods,General Building Materials,,,,,,"10,000","11,000","9,000","9,000",,"33,000","31,000","27,000","25,000",,https://sg.finance.yahoo.com/q/bs?s=570.SI&annual,https://sg.finance.yahoo.com/q/pr?s=570.SI,https://sg.finance.yahoo.com/q/ks?s=570.SI,https://sg.finance.yahoo.com/q?s=570.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
S2D.SI,Tosei (S2D.SI),9.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=S2D.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
519.SI,Top Global Ltd (519.SI),0.01,0.01,0.86,N/A,4.32,5.62,0.04,1.23,,,,0.01,0.00,,SES,Financial,Property Management,,,,,,"274,000","163,000","158,000","8,000",,"663,000","296,000","295,000","125,000",,https://sg.finance.yahoo.com/q/bs?s=519.SI&annual,https://sg.finance.yahoo.com/q/pr?s=519.SI,https://sg.finance.yahoo.com/q/ks?s=519.SI,https://sg.finance.yahoo.com/q?s=519.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5AB.SI,Trek 2000 International Ltd (5AB.SI),0.38,0.14,2.64,42.22,1.55,2.25,2.09,6.30,,,,0.44,0.19,,SES,Technology,Technical & System Software,,,,,,"39,000","26,000","17,000","23,000",,"90,000","72,000","62,000","75,000",,https://sg.finance.yahoo.com/q/bs?s=5AB.SI&annual,https://sg.finance.yahoo.com/q/pr?s=5AB.SI,https://sg.finance.yahoo.com/q/ks?s=5AB.SI,https://sg.finance.yahoo.com/q?s=5AB.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T18.SI,TPV Technology Ltd (T18.SI),0.31,0.72,0.43,17.22,1.10,0.36,1.98,0.32,,,0.40,0.40,0.23,,SES,Consumer Goods,Electronic Equipment,,,,,,"4,649,000","4,561,000","4,551,000","3,429,000",,"6,319,000","6,259,000","6,449,000","5,257,000",,https://sg.finance.yahoo.com/q/bs?s=T18.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T18.SI,https://sg.finance.yahoo.com/q/ks?s=T18.SI,https://sg.finance.yahoo.com/q?s=T18.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
5KH.SI,Travelite Holdings Ltd (5KH.SI),0.16,0.19,0.81,N/A,2.43,1.60,2.67,3.44,,,,0.20,0.12,,SES,Services,Department Stores,,,,,,"18,000","24,000","26,000","24,000",,"46,000","53,000","52,000","49,000",,https://sg.finance.yahoo.com/q/bs?s=5KH.SI&annual,https://sg.finance.yahoo.com/q/pr?s=5KH.SI,https://sg.finance.yahoo.com/q/ks?s=5KH.SI,https://sg.finance.yahoo.com/q?s=5KH.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T19.SI,Transcorp Holdings Ltd (T19.SI),0.14,0.08,1.84,3.62,8.56,1,3.63,37.23,,,82.80,0.25,0.10,,SES,Services,"Specialty Retail, Other",,,,,,"1,000","3,000","3,000","3,000",,"20,000","33,000","36,000","36,000",,https://sg.finance.yahoo.com/q/bs?s=T19.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T19.SI,https://sg.finance.yahoo.com/q/ks?s=T19.SI,https://sg.finance.yahoo.com/q?s=T19.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
N6FD.SI,u TM ADR US$ (N6FD.SI),80.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=N6FD.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
S3TB.SI,Tigerair 2%PerpC (S3TB.SI),0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sg.finance.yahoo.com/q?s=S3TB.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
J7X.SI,Tiger Airways Holdings Ltd (J7X.SI),0.35,0.13,2.80,N/A,1.07,51.66,10.53,111.46,,,,0.45,0.22,,SES,Services,Major Airlines,,,,,,"679,000","850,000","823,000","806,000",,"958,000","1,049,000","1,072,000","1,001,000",,https://sg.finance.yahoo.com/q/bs?s=J7X.SI&annual,https://sg.finance.yahoo.com/q/pr?s=J7X.SI,https://sg.finance.yahoo.com/q/ks?s=J7X.SI,https://sg.finance.yahoo.com/q?s=J7X.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
T14.SI,Tianjin Zhongxin Pharmaceutical Group Corp Ltd (T14.SI),1.38,0.60,2.32,17.92,1.43,5.05,4.45,13.74,,,3.60,1.60,0.85,,SES,Healthcare,Drugs - Generic,,,,,,"2,491,000","2,687,000","2,176,000","1,939,000",,"5,437,000","5,262,000","4,454,000","4,144,000",,https://sg.finance.yahoo.com/q/bs?s=T14.SI&annual,https://sg.finance.yahoo.com/q/pr?s=T14.SI,https://sg.finance.yahoo.com/q/ks?s=T14.SI,https://sg.finance.yahoo.com/q?s=T14.SI,https://sg.finance.yahoo.com/q?s=@@origin_value@@,2015-05-04 02:08:27,2015-05-04 02:08:27,2015-05-04 02:08:27
